#种子 0xf00d	NCONF 100	环大小 5
#花样	杂化	元素	双键伙伴	l0	l1	l2	l3	l4	a0	a1	a2	a3	a4	t0	t1	t2	Q	phi	SMILES
22222f1	22222	NCCCC	-,O,O,-,-	1.401139	1.538206	1.453843	1.393251	1.421449	109.220349	105.933426	106.032101	107.441048	111.373075	0.000031	-0.000028	0.000000	0.000000	7.2632	CC(=O)N1C(=O)C(=O)C2=C1C=CC=C2
22222f1	22222	NCCNC	-,-,-,-,O	1.286814	1.514889	1.285423	1.504052	1.520010	100.896084	112.940341	112.471108	101.645670	112.046797	-0.000004	-0.000000	0.000000	0.000000	0.9762	c1c2=[NH+]C(=O)[NH+]=c2ncn1
22222f1	22222	NCCNN	-,-,N,-,-	1.287610	1.457673	1.358809	1.271401	1.445849	105.181693	107.528080	108.045507	106.292766	112.951954	0.000072	-0.000192	0.000000	0.000002	17.0394	C1C(=CN=C2C1=NN=N2)O
22222f1	22222	NCNCN	-,O,-,N,-	1.384755	1.432155	1.356381	1.367551	1.510513	109.464835	103.995032	111.924382	110.252508	104.357900	0.762933	-0.655135	0.000000	0.006510	17.6599	CN1C(=O)N2CCC[NH+]=C2N1
22222f1	22222	NCNNN	-,N,-,-,-	1.368794	1.326807	1.418238	1.371054	1.283250	109.958766	109.957497	104.175690	108.242293	107.646493	-0.447367	-0.408214	0.000000	0.011761	17.8419	C1C[NH+]=C2N=NNN2N1
22222f1	22222	OCCCC	-,C,-,-,O	1.404983	1.446787	1.378147	1.456590	1.373250	108.026298	109.305195	105.818945	109.053257	107.796305	-0.000041	0.000182	0.000000	0.000002	8.8844	O=C1OC(=C2OC(=O)C3=C2C=CC=C3)C4=C1C=CC=C4
22222f2	22222	CCCCC	C,-,-,-,-	1.495377	1.412379	1.455350	1.418031	1.492872	107.925192	106.348467	109.709093	109.988508	105.998583	-1.099210	0.050454	0.000000	0.016489	1.4531	C1(C2=C(C=CC=C2)C3=C1C=CC=C3)=C(C(=O)O)F
22222f2	22222	CCCCC	N,-,-,-,-	1.487807	1.409925	1.446157	1.401257	1.480564	106.368719	107.051775	109.551392	109.094584	107.933531	-0.000009	-0.000002	0.000000	0.000000	6.8957	ON=C1C2=C(C=CC=C2)C3=CC=CC=C13
22222f2	22222	CCCCC	O,-,-,-,-	1.465286	1.395004	1.448907	1.338920	1.467280	105.954695	107.442433	107.835206	110.274739	108.458001	-0.217645	-1.014248	0.000000	0.016978	6.7881	CC1=C([C@@H](C2=C(N1)c3ccccc3C2=O)c4ccco4)C#N
22222f2	22222	CCCCN	O,-,-,-,-	1.479824	1.368964	1.367162	1.391926	1.389169	105.373466	106.680082	110.087788	108.639595	109.219068	-0.000023	-0.000006	0.000000	0.000000	6.7438	c1cc2cccc3c2c(c1)C(=O)N3
